uniprot	ec_number	refseq	kegg	patric
Q187U8_CLOD6	none	WP_011861413.1;YP_001088494.1	cdf:CD630_19890;pdc:CDIF630_02199	272563.120.peg.2088
Q187U7_CLOD6	none	WP_003435247.1;YP_001088493.1	cdf:CD630_19880;pdc:CDIF630_02197	272563.120.peg.2087
Q187U5_CLOD6	none	WP_009897130.1;YP_001088492.1	cdf:CD630_19870;pdc:CDIF630_02196	272563.120.peg.2086
Q187U4_CLOD6	none	WP_009889960.1;YP_001088490.1	cdf:CD630_19850;pdc:CDIF630_02194	272563.120.peg.2084
Q187U3_CLOD6	none	WP_003435254.1;YP_001088489.1	cdf:CD630_19840;pdc:CDIF630_02193	272563.120.peg.2083
Q187U1_CLOD6	none	WP_003428797.1;YP_001088488.1	cdf:CD630_19810;pdc:CDIF630_02190	272563.120.peg.2080
CH10_CLOD6	none	WP_003420907.1;YP_001086663.1	cdf:CD630_01930;pdc:CDIF630_00314	272563.120.peg.208
Q187U2_CLOD6	none	WP_003424145.1;YP_001088487.1	cdf:CD630_19801;pdc:CDIF630_02186	272563.120.peg.2078
Q187T9_CLOD6	none	WP_009893372.1;YP_001088486.1	cdf:CD630_19800;pdc:CDIF630_02185	272563.120.peg.2077
Q187U0_CLOD6	none	WP_011861411.1;YP_001088485.1	cdf:CD630_19790;pdc:CDIF630_02184	272563.120.peg.2076
MUTS_CLOD6	none	WP_003435264.1;YP_001088483.2	cdf:CD630_19770;pdc:CDIF630_02182	272563.120.peg.2074
Q187T7_CLOD6	none	WP_011861409.1;YP_001088482.1	cdf:CD630_19760;pdc:CDIF630_02181	272563.120.peg.2073
HFQ_CLOD6	none	WP_003428780.1;YP_001088480.1	cdf:CD630_19740;pdc:CDIF630_02179	272563.120.peg.2071
Q187T3_CLOD6	none	WP_003435270.1;YP_001088479.1	cdf:CD630_19730;pdc:CDIF630_02178	272563.120.peg.2070
Q187T4_CLOD6	none	WP_011861407.1;YP_001088478.2	cdf:CD630_19720;pdc:CDIF630_02177	272563.120.peg.2069
Q187T0_CLOD6	none	WP_003435274.1;YP_001088477.2	cdf:CD630_19710;pdc:CDIF630_02176	272563.120.peg.2068
Q187T1_CLOD6	none	WP_003428771.1;YP_001088476.1	cdf:CD630_19700;pdc:CDIF630_02175	272563.120.peg.2067
Q187S9_CLOD6	none	WP_003435276.1;YP_001088474.1	cdf:CD630_19680;pdc:CDIF630_02173	272563.120.peg.2065
Q187S6_CLOD6	none	WP_011861406.1;YP_001088473.1	cdf:CD630_19670;pdc:CDIF630_02172	272563.120.peg.2064
Q187S7_CLOD6	none	WP_003435280.1;YP_001088472.1	cdf:CD630_19660;pdc:CDIF630_02171	272563.120.peg.2063
Q187S3_CLOD6	none	WP_009902866.1;YP_001088471.1	cdf:CD630_19650;pdc:CDIF630_02170	272563.120.peg.2062
Q187S4_CLOD6	none	WP_003435286.1;YP_001088470.1	cdf:CD630_19640;pdc:CDIF630_02169	272563.120.peg.2061
Q18CT2_CLOD6	none	WP_003435007.1;YP_001086661.1	cdf:CD630_01910;pdc:CDIF630_00312	272563.120.peg.206
Q187S2_CLOD6	none	WP_011861404.1;YP_001088468.1	cdf:CD630_19620;pdc:CDIF630_02167	272563.120.peg.2059
Q187R9_CLOD6	none	WP_011861401.1;YP_001088465.1	cdf:CD630_19590;pdc:CDIF630_02164	272563.120.peg.2056
Q187R8_CLOD6	none	WP_009897090.1;YP_001088463.1	cdf:CD630_19570;pdc:CDIF630_02162	272563.120.peg.2054
Q187R4_CLOD6	none	WP_011861400.1;YP_001088460.1	cdf:CD630_19540;pdc:CDIF630_02159	272563.120.peg.2051
Q187R2_CLOD6	none	WP_003424103.1;YP_001088459.1	cdf:CD630_19530;pdc:CDIF630_02158	272563.120.peg.2050
Q18CT3_CLOD6	none	WP_003435004.1;YP_001086660.1	cdf:CD630_01900;pdc:CDIF630_00311	272563.120.peg.205
Q187R3_CLOD6	none	WP_003435316.1;YP_001088458.1	cdf:CD630_19520;pdc:CDIF630_02157	272563.120.peg.2049
Q187R1_CLOD6	none	WP_009889920.1;YP_001088457.1	cdf:CD630_19510;pdc:CDIF630_02156	272563.120.peg.2048
Q187R0_CLOD6	none	WP_003435320.1;YP_001088456.1	cdf:CD630_19500;pdc:CDIF630_02155	272563.120.peg.2047
Q187Q9_CLOD6	none	WP_011861398.1;YP_001088455.1	cdf:CD630_19490;pdc:CDIF630_02154	272563.120.peg.2046
Q187Q8_CLOD6	none	WP_011861397.1;YP_001088454.1	cdf:CD630_19480;pdc:CDIF630_02153	272563.120.peg.2045
Q187Q4_CLOD6	none	WP_003435326.1;YP_001088452.1	cdf:CD630_19460;pdc:CDIF630_02151	272563.120.peg.2043
Q187Q5_CLOD6	none	WP_009889914.1;YP_001088451.1	cdf:CD630_19450;pdc:CDIF630_02150	272563.120.peg.2042
Q187Q3_CLOD6	none	WP_003424083.1;YP_001088449.1	cdf:CD630_19430;pdc:CDIF630_02148	272563.120.peg.2040
Q18CS9_CLOD6	none	WP_003435002.1;YP_001086659.1	cdf:CD630_01890;pdc:CDIF630_00310	272563.120.peg.204
F3Y5Z2_CLOD6	none	WP_003424072.1;YP_006589383.1	cdf:CD630_19401;pdc:CDIF630_02145	272563.120.peg.2037
Q187Q0_CLOD6	none	WP_003428740.1;YP_001088445.1	cdf:CD630_19390;pdc:CDIF630_02143	272563.120.peg.2035
Q187P4_CLOD6	none	WP_003428736.1;YP_001088441.1	cdf:CD630_19350;pdc:CDIF630_02139	272563.120.peg.2031
Q187P5_CLOD6	none	WP_011861394.1;YP_001088440.1	cdf:CD630_19340;pdc:CDIF630_02138	272563.120.peg.2030
Q187P2_CLOD6	none	WP_003435340.1;YP_001088439.1	cdf:CD630_19330;pdc:CDIF630_02137	272563.120.peg.2029
Q187P3_CLOD6	none	WP_003435347.1;YP_001088438.1	cdf:CD630_19320;pdc:CDIF630_02136	272563.120.peg.2028
Q187P0_CLOD6	none	WP_003435380.1;YP_001088436.1	cdf:CD630_19300;pdc:CDIF630_02134	272563.120.peg.2026
Q187N8_CLOD6	none	WP_003435381.1;YP_001088435.1	cdf:CD630_19290;pdc:CDIF630_02133	272563.120.peg.2025
Q187N9_CLOD6	none	WP_011861393.1;YP_001088434.1	cdf:CD630_19280;pdc:CDIF630_02132	272563.120.peg.2024
Q187N7_CLOD6	none	WP_009893336.1;YP_001088432.1	cdf:CD630_19250;pdc:CDIF630_02129	272563.120.peg.2021
Q187N3_CLOD6	none	WP_009897061.1;YP_001088431.1	cdf:CD630_19240;pdc:CDIF630_02128	272563.120.peg.2020
Q187N4_CLOD6	none	WP_003435395.1;YP_001088430.1	cdf:CD630_19230;pdc:CDIF630_02127	272563.120.peg.2019
Q187N5_CLOD6	none	WP_003435411.1;YP_001088429.1	cdf:CD630_19220;pdc:CDIF630_02126	272563.120.peg.2018
Q187N1_CLOD6	none	WP_011861392.1;YP_001088428.1	cdf:CD630_19210;pdc:CDIF630_02125	272563.120.peg.2017
Q187N0_CLOD6	none	WP_003423991.1;YP_001088425.1	cdf:CD630_19180;pdc:CDIF630_02122	272563.120.peg.2014
Q187M8_CLOD6	none	WP_003435420.1;YP_001088423.1	cdf:CD630_19160;pdc:CDIF630_02120	272563.120.peg.2012
Q187M5_CLOD6	none	WP_003423987.1;YP_001088422.1	cdf:CD630_19150;pdc:CDIF630_02119	272563.120.peg.2011
Q187M4_CLOD6	none	WP_011861388.1;YP_001088419.1	cdf:CD630_19120;pdc:CDIF630_02116	272563.120.peg.2008
Q187M1_CLOD6	none	WP_003435429.1;YP_001088418.1	cdf:CD630_19110;pdc:CDIF630_02115	272563.120.peg.2007
Q187M2_CLOD6	none	WP_003423977.1;YP_001088417.1	cdf:CD630_19100;pdc:CDIF630_02114	272563.120.peg.2006
Q187L9_CLOD6	none	WP_011861387.1;YP_001088416.1	cdf:CD630_19090;pdc:CDIF630_02113	272563.120.peg.2005
Q187M0_CLOD6	none	WP_003423973.1;YP_001088415.1	cdf:CD630_19080;pdc:CDIF630_02112	272563.120.peg.2004
Q187L8_CLOD6	none	WP_011861384.1;YP_001088412.1	cdf:CD630_19050;pdc:CDIF630_02109	272563.120.peg.2001
Q187L5_CLOD6	none	WP_011861383.1;YP_001088411.1	cdf:CD630_19040;pdc:CDIF630_02108	272563.120.peg.2000
Q18C88_CLOD6	none	WP_003420481.1;YP_001086465.2	cdf:CD630_00020;pdc:CDIF630_00002	272563.120.peg.2
Q187L4_CLOD6	none	WP_009897047.1;YP_001088408.1	cdf:CD630_19010;pdc:CDIF630_02106	272563.120.peg.1998
Q187K9_CLOD6	none	WP_009889851.1;YP_001088407.2	cdf:CD630_19000;pdc:CDIF630_02105	272563.120.peg.1997
Q187L1_CLOD6	none	WP_003435466.1;YP_001088405.1	cdf:CD630_18980;pdc:CDIF630_02103	272563.120.peg.1995
Q187K7_CLOD6	none	WP_011861382.1;YP_001088404.1	cdf:CD630_18970;pdc:CDIF630_02102	272563.120.peg.1994
Q187K8_CLOD6	none	WP_003428670.1;YP_001088403.1	cdf:CD630_18960;pdc:CDIF630_02101	272563.120.peg.1993
Q187K4_CLOD6	none	WP_003428669.1;YP_001088402.1	cdf:CD630_18950;pdc:CDIF630_02100	272563.120.peg.1992
Q187K5_CLOD6	none	WP_003428668.1;YP_001088401.1	cdf:CD630_18940;pdc:CDIF630_02099	272563.120.peg.1991
Q187K6_CLOD6	none	WP_003428667.1;YP_001088400.1	cdf:CD630_18930;pdc:CDIF630_02098	272563.120.peg.1990
Q187K3_CLOD6	none	WP_011861381.1;YP_001088399.1	cdf:CD630_18920;pdc:CDIF630_02097	272563.120.peg.1989
Q187K2_CLOD6	none	WP_011861380.1;YP_001088398.1	cdf:CD630_18900;pdc:CDIF630_02095	272563.120.peg.1987
Q187K1_CLOD6	none	WP_011861378.1;YP_001088396.1	cdf:CD630_18880;pdc:CDIF630_02093	272563.120.peg.1985
Q187J8_CLOD6	none	WP_011861377.1;YP_001088395.2	cdf:CD630_18870;pdc:CDIF630_02092	272563.120.peg.1984
Q187J9_CLOD6	none	WP_011861376.1;YP_001088394.1	cdf:CD630_18860;pdc:CDIF630_02091	272563.120.peg.1983
Q187J6_CLOD6	none	WP_003435498.1;YP_001088393.1	cdf:CD630_18850;pdc:CDIF630_02090	272563.120.peg.1982
Q187J7_CLOD6	none	WP_003435514.1;YP_001088392.1	cdf:CD630_18840;pdc:CDIF630_02089	272563.120.peg.1981
Q187J4_CLOD6	none	WP_009902813.1;YP_001088391.1	cdf:CD630_18830;pdc:CDIF630_02088	272563.120.peg.1980
Q18CS3_CLOD6	none	WP_003434503.1;YP_001086653.1	cdf:CD630_01830;pdc:CDIF630_00304	272563.120.peg.198
Q187J3_CLOD6	none	WP_011861374.1;YP_001088389.1	cdf:CD630_18800;pdc:CDIF630_02085	272563.120.peg.1977
Q187J1_CLOD6	none	WP_003426199.1;YP_001088388.1	cdf:CD630_18782;pdc:CDIF630_02083	272563.120.peg.1975
Q187J2_CLOD6	none	WP_003426191.1;YP_001088387.1	cdf:CD630_18780;pdc:CDIF630_02082	272563.120.peg.1974
Q187I9_CLOD6	none	WP_002285815.1;YP_001088385.1	cdf:CD630_18760;pdc:CDIF630_02079	272563.120.peg.1972
Q187I7_CLOD6	none	WP_011861373.1;YP_001088384.1	cdf:CD630_18750;pdc:CDIF630_02078	272563.120.peg.1971
Q18CR8_CLOD6	none	WP_003434500.1;YP_001086651.1	cdf:CD630_01810;pdc:CDIF630_00303	272563.120.peg.197
Q187I6_CLOD6	none	WP_009889836.1;YP_001088382.1	cdf:CD630_18730;pdc:CDIF630_02076	272563.120.peg.1969
Q187I4_CLOD6	none	WP_011861372.1;YP_001088381.2	cdf:CD630_18720;pdc:CDIF630_02075	272563.120.peg.1968
Q187I1_CLOD6	none	WP_003426142.1;YP_001088379.1	cdf:CD630_18710;pdc:CDIF630_02074	272563.120.peg.1966
Q187I2_CLOD6	none	WP_003426139.1;YP_001088378.1	cdf:CD630_18700;pdc:CDIF630_02073	272563.120.peg.1965
Q187I3_CLOD6	none	WP_011861371.1;YP_001088377.1	cdf:CD630_18690;pdc:CDIF630_02072	272563.120.peg.1964
Q187H8_CLOD6	none	WP_011861370.1;YP_001088376.1	cdf:CD630_18680;pdc:CDIF630_02071	272563.120.peg.1963
Q187H9_CLOD6	none	WP_009889823.1;YP_001088375.1	cdf:CD630_18670;pdc:CDIF630_02070	272563.120.peg.1962
Q187H6_CLOD6	none	WP_011861369.1;YP_001088373.1	cdf:CD630_18650;pdc:CDIF630_02068	272563.120.peg.1960
Q187H7_CLOD6	none	WP_009889816.1;YP_001088372.1	cdf:CD630_18640;pdc:CDIF630_02067	272563.120.peg.1959
Q187H5_CLOD6	none	WP_011861368.1;YP_001088371.2	cdf:CD630_18630;pdc:CDIF630_02066	272563.120.peg.1958
Q187H3_CLOD6	none	WP_011861367.1;YP_001088370.2	cdf:CD630_18620;pdc:CDIF630_02065	272563.120.peg.1957
Q187H4_CLOD6	none	WP_011861366.1;YP_001088369.1	cdf:CD630_18610;pdc:CDIF630_02064	272563.120.peg.1956
Q187H1_CLOD6	none	WP_003426117.1;YP_001088368.1	cdf:CD630_18600;pdc:CDIF630_02063	272563.120.peg.1955
Q187H2_CLOD6	none	WP_003426115.1;YP_001088367.1	cdf:CD630_18591;pdc:CDIF630_02062	272563.120.peg.1954
Q187G8_CLOD6	none	WP_011861365.1;YP_001088366.1	cdf:CD630_18590;pdc:CDIF630_02061	272563.120.peg.1953
Q187H0_CLOD6	none	WP_011861363.1;YP_001088364.1	cdf:CD630_18571;pdc:CDIF630_02059	272563.120.peg.1951
Q187G6_CLOD6	none	WP_011861362.1;YP_001088363.1	cdf:CD630_18570;pdc:CDIF630_02058	272563.120.peg.1950
Q18CS0_CLOD6	none	WP_003420866.1;YP_001086649.1	cdf:CD630_01790;pdc:CDIF630_00301	272563.120.peg.195
Q187G7_CLOD6	none	WP_011861361.1;YP_001088362.1	cdf:CD630_18560;pdc:CDIF630_02057	272563.120.peg.1949
Q187G4_CLOD6	none	WP_011861359.1;YP_001088360.1	cdf:CD630_18540;pdc:CDIF630_02056	272563.120.peg.1948
Q187G5_CLOD6	none	WP_003426087.1;YP_001088359.1	cdf:CD630_18530;pdc:CDIF630_02055	272563.120.peg.1947
Q187G1_CLOD6	none	WP_011861358.1;YP_001088358.1	cdf:CD630_18520;pdc:CDIF630_02054	272563.120.peg.1946
Q187G2_CLOD6	none	WP_011861357.1;YP_001088357.1	cdf:CD630_18510;pdc:CDIF630_02053	272563.120.peg.1945
Q187G0_CLOD6	none	WP_011861356.1;YP_001088356.1	cdf:CD630_18500;pdc:CDIF630_02052	272563.120.peg.1944
Q187F8_CLOD6	none	WP_011861354.1;YP_001088354.1	cdf:CD630_18480;pdc:CDIF630_02050	272563.120.peg.1942
Q187F9_CLOD6	none	WP_011861353.1;YP_001088353.1	cdf:CD630_18470;pdc:CDIF630_02049	272563.120.peg.1941
Q187F5_CLOD6	none	WP_011861352.1;YP_001088352.1	cdf:CD630_18460;pdc:CDIF630_02048	272563.120.peg.1940
Q18CS2_CLOD6	none	WP_009888021.1;YP_001086648.1	cdf:CD630_01780;pdc:CDIF630_00300	272563.120.peg.194
Q187F6_CLOD6	none	WP_011861351.1;YP_001088351.1	cdf:CD630_18450;pdc:CDIF630_02047	272563.120.peg.1939
Q187F2_CLOD6	none	WP_009897033.1;YP_001088348.1	cdf:CD630_18420;pdc:CDIF630_02044	272563.120.peg.1937
Q187F1_CLOD6	none	WP_011861349.1;YP_001088347.1	cdf:CD630_18410;pdc:CDIF630_02043	272563.120.peg.1936
Q187D9_CLOD6	none	WP_003428624.1;YP_001088336.2	cdf:CD630_18310;pdc:CDIF630_02033	272563.120.peg.1926
Q187E0_CLOD6	none	WP_003439430.1;YP_001088335.1	cdf:CD630_18300;pdc:CDIF630_02032	272563.120.peg.1925
Q187D5_CLOD6	none	WP_003428618.1;YP_001088332.1	cdf:CD630_18270;pdc:CDIF630_02029	272563.120.peg.1922
Q18CR6_CLOD6	none	WP_009895268.1;YP_001086646.1	cdf:CD630_01760;pdc:CDIF630_00298	272563.120.peg.192
Y1823_CLOD6	none	WP_011861343.1;YP_001088328.1	cdf:CD630_18230;pdc:CDIF630_02024	272563.120.peg.1918
Q187C9_CLOD6	none	WP_003439447.1;YP_001088324.1	cdf:CD630_18190;pdc:CDIF630_02019	272563.120.peg.1913
Q187C5_CLOD6	none	WP_003439456.1;YP_001088320.1	cdf:CD630_18150;pdc:CDIF630_02015	272563.120.peg.1909
Q187C3_CLOD6	none	WP_003439458.1;YP_001088319.1	cdf:CD630_18140;pdc:CDIF630_02014	272563.120.peg.1908
Q187C2_CLOD6	none	WP_003430316.1;YP_001088315.1	cdf:CD630_18100;pdc:CDIF630_02010	272563.120.peg.1904
Q187B8_CLOD6	none	WP_011861340.1;YP_001088313.1	cdf:CD630_18070;pdc:CDIF630_02006	272563.120.peg.1900
F3Y5X0_CLOD6	none	WP_003421616.1;YP_006589332.1	cdf:CD630_00181;pdc:CDIF630_00033	272563.120.peg.19
Q187B3_CLOD6	none	WP_009896952.1;YP_001088310.1	cdf:CD630_18040;pdc:CDIF630_02003	272563.120.peg.1897
Q187B4_CLOD6	none	WP_011861339.1;YP_001088309.1	cdf:CD630_18030;pdc:CDIF630_02002	272563.120.peg.1896
Q187B1_CLOD6	none	WP_011861338.1;YP_001088308.1	cdf:CD630_18020;pdc:CDIF630_02001	272563.120.peg.1895
Q187A9_CLOD6	none	WP_003439494.1;YP_001088306.1	cdf:CD630_18000;pdc:CDIF630_01999	272563.120.peg.1893
Q187B0_CLOD6	none	WP_003430302.1;YP_001088305.1	cdf:CD630_17990;pdc:CDIF630_01998	272563.120.peg.1892
Q187A8_CLOD6	none	WP_003439497.1;YP_001088304.1	cdf:CD630_17980;pdc:CDIF630_01997	272563.120.peg.1891
Q18CR2_CLOD6	none	WP_009895264.1;YP_001086643.1	cdf:CD630_01730;pdc:CDIF630_00295	272563.120.peg.189
Q187A4_CLOD6	none	WP_003430299.1;YP_001088302.1	cdf:CD630_17960;pdc:CDIF630_01995	272563.120.peg.1889
Q187A5_CLOD6	none	WP_003439502.1;YP_001088301.1	cdf:CD630_17950;pdc:CDIF630_01994	272563.120.peg.1888
Q187A1_CLOD6	none	WP_003430296.1;YP_001088299.1	cdf:CD630_17930;pdc:CDIF630_01992	272563.120.peg.1886
Q187A3_CLOD6	none	WP_003433614.1;YP_001088297.1	cdf:CD630_17910;pdc:CDIF630_01990	272563.120.peg.1884
Q187A0_CLOD6	none	WP_009889750.1;YP_001088295.1	cdf:CD630_17890;pdc:CDIF630_01988	272563.120.peg.1882
Q186Z7_CLOD6	none	WP_003439516.1;YP_001088294.1	cdf:CD630_17880;pdc:CDIF630_01987	272563.120.peg.1881
Q186Z8_CLOD6	none	WP_011861335.1;YP_001088293.1	cdf:CD630_17870;pdc:CDIF630_01986	272563.120.peg.1880
Q18CR3_CLOD6	none	WP_009888017.1;YP_001086642.1	cdf:CD630_01721;pdc:CDIF630_00294	272563.120.peg.188
Q186Z5_CLOD6	none	WP_011861334.1;YP_001088292.1	cdf:CD630_17860;pdc:CDIF630_01985	272563.120.peg.1879
Q186Z1_CLOD6	none	WP_003430278.1;YP_001088289.1	cdf:CD630_17830;pdc:CDIF630_01981	272563.120.peg.1876
Q186Z3_CLOD6	none	WP_003439536.1;YP_001088287.1	cdf:CD630_17810;pdc:CDIF630_01979	272563.120.peg.1874
Q186Y7_CLOD6	none	WP_003423769.1;YP_001088286.1	cdf:CD630_17800;pdc:CDIF630_01978	272563.120.peg.1873
Q186Y8_CLOD6	none	WP_009896918.1;YP_001088285.1	cdf:CD630_17790;pdc:CDIF630_01977	272563.120.peg.1872
Q186Y9_CLOD6	none	WP_003439543.1;YP_001088284.1	cdf:CD630_17780;pdc:CDIF630_01976	272563.120.peg.1871
Q186Z0_CLOD6	none	WP_003433620.1;YP_001088283.1	cdf:CD630_17770;pdc:CDIF630_01975	272563.120.peg.1870
Q186Y6_CLOD6	none	WP_003430270.1;YP_001088281.1	cdf:CD630_17750;pdc:CDIF630_01973	272563.120.peg.1868
Q186Y3_CLOD6	none	WP_003439548.1;YP_001088280.1	cdf:CD630_17740;pdc:CDIF630_01972	272563.120.peg.1867
Q186Y4_CLOD6	none	WP_011861333.1;YP_001088279.1	cdf:CD630_17730;pdc:CDIF630_01970	272563.120.peg.1866
Q186Y1_CLOD6	none	WP_009893285.1;YP_001088278.1	cdf:CD630_17720;pdc:CDIF630_01969	272563.120.peg.1865
Q186Y2_CLOD6	none	WP_003430265.1;YP_001088277.1	cdf:CD630_17710;pdc:CDIF630_01968	272563.120.peg.1864
Q186X9_CLOD6	none	WP_011861332.1;YP_001088275.1	cdf:CD630_17690;pdc:CDIF630_01966	272563.120.peg.1862
REX_CLOD6	none	WP_003420839.1;YP_001086640.1	cdf:CD630_01710;pdc:CDIF630_00292	272563.120.peg.186
Q186X7_CLOD6	none	WP_003439554.1;YP_001088272.1	cdf:CD630_17660;pdc:CDIF630_01963	272563.120.peg.1858
Q186X5_CLOD6	none	WP_009889720.1;YP_001088271.1	cdf:CD630_17650;pdc:CDIF630_01962	272563.120.peg.1857
Q186X2_CLOD6	none	WP_004454365.1;YP_001088270.1	cdf:CD630_17640;pdc:CDIF630_01961	272563.120.peg.1856
Q186X3_CLOD6	none	WP_009889719.1;YP_001088269.1	cdf:CD630_17630;pdc:CDIF630_01960	272563.120.peg.1855
Q186X4_CLOD6	none	WP_011861328.1;YP_001088268.1	cdf:CD630_17620;pdc:CDIF630_01959	272563.120.peg.1854
Q186X0_CLOD6	none	WP_011861327.1;YP_001088267.1	cdf:CD630_17610;pdc:CDIF630_01957	272563.120.peg.1853
Q186X1_CLOD6	none	WP_009896901.1;YP_001088266.1	cdf:CD630_17600;pdc:CDIF630_01956	272563.120.peg.1852
Q186W9_CLOD6	none	WP_009896899.1;YP_001088264.1	cdf:CD630_17590;pdc:CDIF630_01955	272563.120.peg.1850
Q18CQ9_CLOD6	none	WP_003434478.1;YP_001086639.1	cdf:CD630_01700;pdc:CDIF630_00291	272563.120.peg.185
Q186W6_CLOD6	none	WP_011861326.1;YP_001088263.1	cdf:CD630_17580;pdc:CDIF630_01954	272563.120.peg.1849
Q186W7_CLOD6	none	WP_004454381.1;YP_001088262.1	cdf:CD630_17570;pdc:CDIF630_01953	272563.120.peg.1848
Q186W4_CLOD6	none	WP_003423694.1;YP_001088260.1	cdf:CD630_17551;pdc:CDIF630_01951	272563.120.peg.1846
Q186W5_CLOD6	none	WP_004454383.1;YP_001088259.1	cdf:CD630_17550;pdc:CDIF630_01950	272563.120.peg.1845
Q186W2_CLOD6	none	WP_004454384.1;YP_001088258.1	cdf:CD630_17540;pdc:CDIF630_01949	272563.120.peg.1844
Q186W0_CLOD6	none	WP_003430243.1;YP_001088256.1	cdf:CD630_17520;pdc:CDIF630_01947	272563.120.peg.1842
F3Y5U3_CLOD6	none	WP_003430242.1;YP_006589381.1	cdf:CD630_17511;pdc:CDIF630_01946	272563.120.peg.1841
Q186V9_CLOD6	none	WP_011861325.1;YP_001088255.1	cdf:CD630_17510;pdc:CDIF630_01945	272563.120.peg.1840
Q18CR0_CLOD6	none	WP_003425390.1;YP_001086638.1	cdf:CD630_01690;pdc:CDIF630_00290	272563.120.peg.184
Q186V6_CLOD6	none	WP_004454389.1;YP_001088254.1	cdf:CD630_17500;pdc:CDIF630_01944	272563.120.peg.1839
Q186V8_CLOD6	none	WP_004454391.1;YP_001088252.1	cdf:CD630_17480;pdc:CDIF630_01942	272563.120.peg.1837
Q186V2_CLOD6	none	WP_011861324.1;YP_001088250.1	cdf:CD630_17460;pdc:CDIF630_01940	272563.120.peg.1835
Q186V3_CLOD6	none	WP_003423664.1;YP_001088249.1	cdf:CD630_17451;pdc:CDIF630_01939	272563.120.peg.1834
F3Y5U2_CLOD6	none	WP_011861323.1;YP_006589380.1	cdf:CD630_17452;pdc:CDIF630_01938	272563.120.peg.1833
Q186V4_CLOD6	none	WP_009902741.1;YP_001088248.1	cdf:CD630_17450;pdc:CDIF630_01937	272563.120.peg.1832
Q186V1_CLOD6	none	WP_011861322.1;YP_001088247.1	cdf:CD630_17440;pdc:CDIF630_01936	272563.120.peg.1831
Q186U9_CLOD6	none	WP_011861321.1;YP_001088246.1	cdf:CD630_17430;pdc:CDIF630_01935	272563.120.peg.1830
Q186U7_CLOD6	none	WP_009893260.1;YP_001088243.1	cdf:CD630_17390;pdc:CDIF630_01930	272563.120.peg.1826
Q186U5_CLOD6	none	WP_009893258.1;YP_001088241.1	cdf:CD630_17370;pdc:CDIF630_01928	272563.120.peg.1824
Q186U2_CLOD6	none	WP_004454415.1;YP_001088240.1	cdf:CD630_17360;pdc:CDIF630_01927	272563.120.peg.1823
Q186U3_CLOD6	none	WP_011861319.1;YP_001088239.1	cdf:CD630_17350;pdc:CDIF630_01926	272563.120.peg.1822
Q186U4_CLOD6	none	WP_011861318.1;YP_001088238.1	cdf:CD630_17340;pdc:CDIF630_01925	272563.120.peg.1821
Q186U0_CLOD6	none	WP_011861317.1;YP_001088237.1	cdf:CD630_17330;pdc:CDIF630_01924	272563.120.peg.1820
Q18CQ7_CLOD6	none	WP_003434469.1;YP_001086636.1	cdf:CD630_01670;pdc:CDIF630_00288	272563.120.peg.182
Q186U1_CLOD6	none	WP_004454419.1;YP_001088236.1	cdf:CD630_17320;pdc:CDIF630_01923	272563.120.peg.1819
Q186T8_CLOD6	none	WP_011861316.1;YP_001088235.1	cdf:CD630_17310;pdc:CDIF630_01922	272563.120.peg.1818
Q186T9_CLOD6	none	WP_003430209.1;YP_001088234.1	cdf:CD630_17300;pdc:CDIF630_01921	272563.120.peg.1817
F3Y5U1_CLOD6	none	WP_003430208.1;YP_006589379.1	cdf:CD630_17292;pdc:CDIF630_01920	272563.120.peg.1816
Q186T5_CLOD6	none	WP_003430205.1;YP_001088232.1	cdf:CD630_17290;pdc:CDIF630_01919	272563.120.peg.1814
Q186T6_CLOD6	none	WP_011861315.1;YP_001088231.1	cdf:CD630_17280;pdc:CDIF630_01917	272563.120.peg.1812
Q186T4_CLOD6	none	WP_004454426.1;YP_001088229.1	cdf:CD630_17260;pdc:CDIF630_01915	272563.120.peg.1810
Q186T1_CLOD6	none	WP_009896869.1;YP_001088228.1	cdf:CD630_17250;pdc:CDIF630_01914	272563.120.peg.1809
Q186T2_CLOD6	none	WP_003430198.1;YP_001088227.1	cdf:CD630_17240;pdc:CDIF630_01913	272563.120.peg.1808
Q186T0_CLOD6	none	WP_004454429.1;YP_001088225.1	cdf:CD630_17220;pdc:CDIF630_01911	272563.120.peg.1806
Q186S8_CLOD6	none	WP_011861314.1;YP_001088224.1	cdf:CD630_17210;pdc:CDIF630_01910	272563.120.peg.1805
Q186S6_CLOD6	none	WP_009896855.1;YP_001088221.1	cdf:CD630_17170;pdc:CDIF630_01906	272563.120.peg.1801
Q186S4_CLOD6	none	WP_009893249.1;YP_001088220.1	cdf:CD630_17160;pdc:CDIF630_01905	272563.120.peg.1800
Q18CQ1_CLOD6	none	WP_011860655.1;YP_001086634.1	cdf:CD630_01650;pdc:CDIF630_00286	272563.120.peg.180
RECR_CLOD6	none	WP_003421618.1;YP_001086481.1	cdf:CD630_00180;pdc:CDIF630_00032	272563.120.peg.18
Q186S2_CLOD6	none	WP_004454437.1;YP_001088219.1	cdf:CD630_17150;pdc:CDIF630_01903	272563.120.peg.1799
Q186S0_CLOD6	none	WP_009889647.1;YP_001088217.1	cdf:CD630_17130;pdc:CDIF630_01901	272563.120.peg.1797
Q186S1_CLOD6	none	WP_009893248.1;YP_001088216.1	cdf:CD630_17120;pdc:CDIF630_01900	272563.120.peg.1796
