uniprot	ec_number	refseq	kegg	patric
Q180N8_CLOD6	none	WP_011861956.1;YP_001089910.1	cdf:CD630_33910;pdc:CDIF630_03696	272563.120.peg.3585
Q180N7_CLOD6	none	WP_011861955.1;YP_001089909.1	cdf:CD630_33900;pdc:CDIF630_03695	272563.120.peg.3584
Q180N5_CLOD6	none	WP_011861954.1;YP_001089908.1	cdf:CD630_33890;pdc:CDIF630_03694	272563.120.peg.3583
Q180N6_CLOD6	none	WP_011861953.1;YP_001089907.1	cdf:CD630_33880;pdc:CDIF630_03693	272563.120.peg.3582
Q18D78_CLOD6	none	WP_003434827.1;YP_001086808.1	cdf:CD630_03390;pdc:CDIF630_00467	272563.120.peg.358
Q180N2_CLOD6	none	WP_011861950.1;YP_001089904.1	cdf:CD630_33860;pdc:CDIF630_03689	272563.120.peg.3578
Q180N0_CLOD6	none	WP_011861949.1;YP_001089903.1	cdf:CD630_33850;pdc:CDIF630_03688	272563.120.peg.3577
Q180N1_CLOD6	none	WP_011861948.1;YP_001089902.1	cdf:CD630_33840;pdc:CDIF630_03687	272563.120.peg.3576
Q180M9_CLOD6	none	WP_011861947.1;YP_001089901.1	cdf:CD630_33830;pdc:CDIF630_03686	272563.120.peg.3575
Q180M8_CLOD6	none	WP_011861946.1;YP_001089900.1	cdf:CD630_33800;pdc:CDIF630_03683	272563.120.peg.3572
Q180M6_CLOD6	none	WP_011861945.1;YP_001089899.2	cdf:CD630_33790;pdc:CDIF630_03682	272563.120.peg.3571
Q18D79_CLOD6	none	WP_011860738.1;YP_001086807.1	cdf:CD630_03380;pdc:CDIF630_00466	272563.120.peg.357
Q180M5_CLOD6	none	WP_011861943.1;YP_001089896.2	cdf:CD630_33760;pdc:CDIF630_03680	272563.120.peg.3569
Q180M2_CLOD6	none	WP_009898609.1;YP_001089895.2	cdf:CD630_33750;pdc:CDIF630_03679	272563.120.peg.3568
Q180M1_CLOD6	none	WP_009898605.1;YP_001089893.1	cdf:CD630_33740;pdc:CDIF630_03678	272563.120.peg.3567
Q180L9_CLOD6	none	WP_009898598.1;YP_001089890.1	cdf:CD630_33710;pdc:CDIF630_03676	272563.120.peg.3564
Q180L6_CLOD6	none	WP_009898596.1;YP_001089889.1	cdf:CD630_33701;pdc:CDIF630_03675	272563.120.peg.3563
Q180L7_CLOD6	none	WP_011861938.1;YP_001089888.1	cdf:CD630_33700;pdc:CDIF630_03673	272563.120.peg.3561
Q180L4_CLOD6	none	WP_003436248.1;YP_001089887.1	cdf:CD630_33690;pdc:CDIF630_03672	272563.120.peg.3560
Q18D74_CLOD6	none	WP_011860737.1;YP_001086806.1	cdf:CD630_03370;pdc:CDIF630_00465	272563.120.peg.356
F3Y5W2_CLOD6	none	WP_003416990.1;YP_006589436.1	cdf:CD630_33682;pdc:CDIF630_03671	272563.120.peg.3559
Q180L5_CLOD6	none	WP_003436247.1;YP_001089886.1	cdf:CD630_33681;pdc:CDIF630_03669	272563.120.peg.3558
Q180L3_CLOD6	none	WP_011861936.1;YP_001089884.1	cdf:CD630_33670;pdc:CDIF630_03667	272563.120.peg.3556
Q180L0_CLOD6	none	WP_011861935.1;YP_001089883.1	cdf:CD630_33660;pdc:CDIF630_03666	272563.120.peg.3555
Q180L1_CLOD6	none	WP_009898522.1;YP_001089882.1	cdf:CD630_33650;pdc:CDIF630_03665	272563.120.peg.3554
Q180K7_CLOD6	none	WP_011861931.1;YP_001089878.1	cdf:CD630_33610;pdc:CDIF630_03661	272563.120.peg.3550
Q180K5_CLOD6	none	WP_011861930.1;YP_001089877.1	cdf:CD630_33600;pdc:CDIF630_03660	272563.120.peg.3549
Q180K2_CLOD6	none	WP_011861927.1;YP_001089874.1	cdf:CD630_33570;pdc:CDIF630_03657	272563.120.peg.3545
Q180K3_CLOD6	none	WP_003436216.1;YP_001089873.1	cdf:CD630_33560;pdc:CDIF630_03656	272563.120.peg.3544
Q180K0_CLOD6	none	WP_003429152.1;YP_001089872.1	cdf:CD630_33550;pdc:CDIF630_03655	272563.120.peg.3543
Q180J7_CLOD6	none	WP_003436215.1;YP_001089871.1	cdf:CD630_33540;pdc:CDIF630_03654	272563.120.peg.3542
Q180J9_CLOD6	none	WP_009891821.1;YP_001089869.1	cdf:CD630_33520;pdc:CDIF630_03652	272563.120.peg.3540
Q18D76_CLOD6	none	WP_011860735.1;YP_001086804.1	cdf:CD630_03350;pdc:CDIF630_00463	272563.120.peg.354
Q180J5_CLOD6	none	WP_009898508.1;YP_001089867.1	cdf:CD630_33500;pdc:CDIF630_03650	272563.120.peg.3538
Q180J3_CLOD6	none	WP_011861925.1;YP_001089865.1	cdf:CD630_33480;pdc:CDIF630_03648	272563.120.peg.3536
Q180J0_CLOD6	none	WP_011861924.1;YP_001089864.1	cdf:CD630_33470;pdc:CDIF630_03647	272563.120.peg.3535
Q180J2_CLOD6	none	WP_011861923.1;YP_001089862.1	cdf:CD630_33450;pdc:CDIF630_03646	272563.120.peg.3533
Q180I9_CLOD6	none	WP_011861922.1;YP_001089861.1	cdf:CD630_33440;pdc:CDIF630_03645	272563.120.peg.3532
Q180I8_CLOD6	none	WP_011861921.1;YP_001089860.1	cdf:CD630_33430;pdc:CDIF630_03644	272563.120.peg.3531
Q180I7_CLOD6	none	WP_011861920.1;YP_001089858.1	cdf:CD630_33420;pdc:CDIF630_03643	272563.120.peg.3530
Q18D77_CLOD6	none	WP_003434815.1;YP_001086803.1	cdf:CD630_03340;pdc:CDIF630_00462	272563.120.peg.353
Q180I4_CLOD6	none	WP_011861919.1;YP_001089857.1	cdf:CD630_33400;pdc:CDIF630_03642	272563.120.peg.3528
Q180I3_CLOD6	none	WP_011861918.1;YP_001089855.1	cdf:CD630_33380;pdc:CDIF630_03641	272563.120.peg.3526
Q180I2_CLOD6	none	WP_011861917.1;YP_001089854.1	cdf:CD630_33370;pdc:CDIF630_03640	272563.120.peg.3525
Q180H9_CLOD6	none	WP_011861916.1;YP_001089853.1	cdf:CD630_33360;pdc:CDIF630_03639	272563.120.peg.3524
Q180I0_CLOD6	none	WP_011861915.1;YP_001089852.1	cdf:CD630_33350;pdc:CDIF630_03638	272563.120.peg.3523
Q180I1_CLOD6	none	WP_011861914.1;YP_001089851.1	cdf:CD630_33340;pdc:CDIF630_03637	272563.120.peg.3522
Q180H6_CLOD6	none	WP_011861913.1;YP_001089850.2	cdf:CD630_33331;pdc:CDIF630_03636	272563.120.peg.3521
Q180H8_CLOD6	none	WP_011861911.1;YP_001089848.2	cdf:CD630_33320;pdc:CDIF630_03634	272563.120.peg.3519
Q180H5_CLOD6	none	WP_011861910.1;YP_001089847.1	cdf:CD630_33310;pdc:CDIF630_03633	272563.120.peg.3518
Q180H4_CLOD6	none	WP_009009558.1;YP_001089846.1	cdf:CD630_33300;pdc:CDIF630_03632	272563.120.peg.3517
Q180H2_CLOD6	none	WP_009009556.1;YP_001089844.1	cdf:CD630_33280;pdc:CDIF630_03630	272563.120.peg.3515
Q180H3_CLOD6	none	WP_011861908.1;YP_001089843.1	cdf:CD630_33270;pdc:CDIF630_03629	272563.120.peg.3514
Q180G9_CLOD6	none	WP_011861907.1;YP_001089842.1	cdf:CD630_33260;pdc:CDIF630_03628	272563.120.peg.3513
Q180H0_CLOD6	none	WP_009898500.1;YP_001089841.1	cdf:CD630_33250;pdc:CDIF630_03627	272563.120.peg.3512
Q180G7_CLOD6	none	WP_003437274.1;YP_001089840.1	cdf:CD630_33240;pdc:CDIF630_03626	272563.120.peg.3511
Q18D69_CLOD6	none	WP_011860734.1;YP_001086801.1	cdf:CD630_03320;pdc:CDIF630_00460	272563.120.peg.351
Q180G8_CLOD6	none	WP_009898497.1;YP_001089839.1	cdf:CD630_33230;pdc:CDIF630_03625	272563.120.peg.3509
Q180G5_CLOD6	none	WP_011861906.1;YP_001089838.1	cdf:CD630_33220;pdc:CDIF630_03624	272563.120.peg.3508
Q180G6_CLOD6	none	WP_003437313.1;YP_001089837.2	cdf:CD630_33210;pdc:CDIF630_03623	272563.120.peg.3507
Q180G4_CLOD6	none	WP_003437316.1;YP_001089836.1	cdf:CD630_33200;pdc:CDIF630_03622	272563.120.peg.3506
Q180F9_CLOD6	none	WP_011861903.1;YP_001089831.1	cdf:CD630_33150;pdc:CDIF630_03616	272563.120.peg.3500
Q18CB4_CLOD6	none	WP_004453971.1;YP_001086494.1	cdf:CD630_00310;pdc:CDIF630_00093	272563.120.peg.35
Q180F7_CLOD6	none	WP_011861901.1;YP_001089829.1	cdf:CD630_33130;pdc:CDIF630_03614	272563.120.peg.3498
Q180F6_CLOD6	none	WP_011861900.1;YP_001089828.1	cdf:CD630_33120;pdc:CDIF630_03613	272563.120.peg.3497
Q180F4_CLOD6	none	WP_011861899.1;YP_001089827.1	cdf:CD630_33110;pdc:CDIF630_03612	272563.120.peg.3496
Q18D71_CLOD6	none	WP_003434193.1;YP_001086799.1	cdf:CD630_03300;pdc:CDIF630_00458	272563.120.peg.349
CLPX_CLOD6	none	WP_003417105.1;YP_001089820.1	cdf:CD630_33040;pdc:CDIF630_03605	272563.120.peg.3489
Q180E7_CLOD6	none	WP_003427941.1;YP_001089819.1	cdf:CD630_33030;pdc:CDIF630_03604	272563.120.peg.3488
Q180E6_CLOD6	none	WP_003417110.1;YP_001089818.1	cdf:CD630_33020;pdc:CDIF630_03603	272563.120.peg.3487
ENGB_CLOD6	none	WP_009891775.1;YP_001089816.1	cdf:CD630_33000;pdc:CDIF630_03601	272563.120.peg.3485
RIBZ_CLOD6	none	WP_003435615.1;YP_001089815.1	cdf:CD630_32990;pdc:CDIF630_03600	272563.120.peg.3484
Q180E2_CLOD6	none	WP_003435617.1;YP_001089814.1	cdf:CD630_32980;pdc:CDIF630_03598	272563.120.peg.3483
Q180E1_CLOD6	none	WP_003427945.1;YP_001089813.1	cdf:CD630_32970;pdc:CDIF630_03597	272563.120.peg.3482
Q180E0_CLOD6	none	WP_009898466.1;YP_001089812.2	cdf:CD630_32960;pdc:CDIF630_03596	272563.120.peg.3481
Q180D7_CLOD6	none	WP_009891769.1;YP_001089811.1	cdf:CD630_32950;pdc:CDIF630_03595	272563.120.peg.3480
Q180D8_CLOD6	none	WP_009891768.1;YP_001089810.1	cdf:CD630_32940;pdc:CDIF630_03594	272563.120.peg.3479
Q180D9_CLOD6	none	WP_003435627.1;YP_001089809.1	cdf:CD630_32930;pdc:CDIF630_03593	272563.120.peg.3478
Q180D6_CLOD6	none	WP_003435628.1;YP_001089808.1	cdf:CD630_32920;pdc:CDIF630_03592	272563.120.peg.3477
Q180D5_CLOD6	none	WP_003435629.1;YP_001089807.1	cdf:CD630_32910;pdc:CDIF630_03591	272563.120.peg.3476
Q180D2_CLOD6	none	WP_003417144.1;YP_001089805.1	cdf:CD630_32890;pdc:CDIF630_03589	272563.120.peg.3474
Q180D3_CLOD6	none	WP_003435631.1;YP_001089804.1	cdf:CD630_32880;pdc:CDIF630_03588	272563.120.peg.3473
Q180D1_CLOD6	none	WP_011861896.1;YP_001089803.1	cdf:CD630_32870;pdc:CDIF630_03587	272563.120.peg.3472
Q180D0_CLOD6	none	WP_009898459.1;YP_001089802.1	cdf:CD630_32860;pdc:CDIF630_03586	272563.120.peg.3471
Q180C4_CLOD6	none	WP_011861895.1;YP_001089796.1	cdf:CD630_32800;pdc:CDIF630_03580	272563.120.peg.3465
Q180C3_CLOD6	none	WP_003432377.1;YP_001089794.1	cdf:CD630_32780;pdc:CDIF630_03578	272563.120.peg.3463
Q180C1_CLOD6	none	WP_004453987.1;YP_001089793.1	cdf:CD630_32770;pdc:CDIF630_03577	272563.120.peg.3462
Q180C0_CLOD6	none	WP_003432374.1;YP_001089791.1	cdf:CD630_32750;pdc:CDIF630_03575	272563.120.peg.3460
Q18D67_CLOD6	none	WP_003434196.1;YP_001086796.1	cdf:CD630_03270;pdc:CDIF630_00455	272563.120.peg.346
Q180B7_CLOD6	none	WP_009903695.1;YP_001089790.1	cdf:CD630_32740;pdc:CDIF630_03574	272563.120.peg.3459
Q180B8_CLOD6	none	WP_003417194.1;YP_001089789.1	cdf:CD630_32730;pdc:CDIF630_03573	272563.120.peg.3458
Q180B6_CLOD6	none	WP_003432371.1;YP_001089788.1	cdf:CD630_32720;pdc:CDIF630_03572	272563.120.peg.3457
Q180B3_CLOD6	none	WP_004453991.1;YP_001089786.1	cdf:CD630_32700;pdc:CDIF630_03570	272563.120.peg.3455
Q180B4_CLOD6	none	WP_004453998.1;YP_001089785.1	cdf:CD630_32690;pdc:CDIF630_03569	272563.120.peg.3454
Q180B2_CLOD6	none	WP_004454000.1;YP_001089784.1	cdf:CD630_32680;pdc:CDIF630_03568	272563.120.peg.3453
Q180B1_CLOD6	none	WP_003417201.1;YP_001089783.1	cdf:CD630_32670;pdc:CDIF630_03566	272563.120.peg.3452
Q180B0_CLOD6	none	WP_003432361.1;YP_001089781.1	cdf:CD630_32650;pdc:CDIF630_03564	272563.120.peg.3450
Q18D68_CLOD6	none	WP_003434199.1;YP_001086795.1	cdf:CD630_03260;pdc:CDIF630_00454	272563.120.peg.345
Q180A7_CLOD6	none	WP_004454007.1;YP_001089779.1	cdf:CD630_32630;pdc:CDIF630_03561	272563.120.peg.3447
Q180A6_CLOD6	none	WP_003432350.1;YP_001089778.1	cdf:CD630_32620;pdc:CDIF630_03560	272563.120.peg.3446
Q180A4_CLOD6	none	WP_003432348.1;YP_001089776.1	cdf:CD630_32600;pdc:CDIF630_03558	272563.120.peg.3444
Q180A3_CLOD6	none	WP_009898391.1;YP_001089775.1	cdf:CD630_32590;pdc:CDIF630_03557	272563.120.peg.3443
Q180A2_CLOD6	none	WP_009891715.1;YP_001089774.1	cdf:CD630_32580;pdc:CDIF630_03556	272563.120.peg.3442
Q18D62_CLOD6	none	WP_009895390.1;YP_001086794.1	cdf:CD630_03250;pdc:CDIF630_00453	272563.120.peg.344
Q17ZZ9_CLOD6	none	WP_003432343.1;YP_001089771.1	cdf:CD630_32550;pdc:CDIF630_03552	272563.120.peg.3439
Q17ZZ8_CLOD6	none	WP_009903675.1;YP_001089770.2	cdf:CD630_32540;pdc:CDIF630_03551	272563.120.peg.3438
Q17ZZ5_CLOD6	none	WP_009891710.1;YP_001089768.1	cdf:CD630_32520;pdc:CDIF630_03549	272563.120.peg.3436
Q17ZZ6_CLOD6	none	WP_003422120.1;YP_001089767.1	cdf:CD630_32510;pdc:CDIF630_03548	272563.120.peg.3435
Q17ZZ7_CLOD6	none	WP_009891708.1;YP_001089766.2	cdf:CD630_32500;pdc:CDIF630_03547	272563.120.peg.3434
Q17ZZ3_CLOD6	none	WP_003422115.1;YP_001089765.2	cdf:CD630_32490;pdc:CDIF630_03546	272563.120.peg.3433
Q17ZZ1_CLOD6	none	WP_009898387.1;YP_001089764.1	cdf:CD630_32480;pdc:CDIF630_03545	272563.120.peg.3432
Q17ZZ2_CLOD6	none	WP_003431873.1;YP_001089763.1	cdf:CD630_32470;pdc:CDIF630_03544	272563.120.peg.3431
Q18D63_CLOD6	none	WP_009895388.1;YP_001086793.1	cdf:CD630_03240;pdc:CDIF630_00452	272563.120.peg.343
Q17ZZ0_CLOD6	none	WP_011861889.1;YP_001089762.2	cdf:CD630_32460;pdc:CDIF630_03542	272563.120.peg.3429
Q17ZY8_CLOD6	none	WP_003428097.1;YP_001089761.1	cdf:CD630_32450;pdc:CDIF630_03541	272563.120.peg.3428
Q17ZY5_CLOD6	none	WP_003422102.1;YP_001089759.1	cdf:CD630_32430;pdc:CDIF630_03539	272563.120.peg.3425
Q18D64_CLOD6	none	WP_011860733.1;YP_001086792.1	cdf:CD630_03230;pdc:CDIF630_00450	272563.120.peg.342
Q17ZY0_CLOD6	none	WP_009891694.1;YP_001089753.1	cdf:CD630_32360;pdc:CDIF630_03532	272563.120.peg.3418
Q17ZY1_CLOD6	none	WP_003422086.1;YP_001089752.1	cdf:CD630_32350;pdc:CDIF630_03531	272563.120.peg.3417
Q17ZX9_CLOD6	none	WP_003422084.1;YP_001089751.1	cdf:CD630_32340;pdc:CDIF630_03530	272563.120.peg.3416
Q17ZX5_CLOD6	none	WP_011861885.1;YP_001089747.1	cdf:CD630_32300;pdc:CDIF630_03526	272563.120.peg.3411
Q17ZX3_CLOD6	none	WP_009903661.1;YP_001089745.1	cdf:CD630_32280;pdc:CDIF630_03524	272563.120.peg.3409
Q17ZW4_CLOD6	none	WP_009891672.1;YP_001089736.1	cdf:CD630_32200;pdc:CDIF630_03514	272563.120.peg.3400
Q18D59_CLOD6	none	WP_003434206.1;YP_001086790.1	cdf:CD630_03210;pdc:CDIF630_00448	272563.120.peg.340
Q18CB5_CLOD6	none	WP_011860624.1;YP_001086493.1	cdf:CD630_00300;pdc:CDIF630_00092	272563.120.peg.34
HSLO_CLOD6	none	WP_003428049.1;YP_001089735.1	cdf:CD630_32190;pdc:CDIF630_03513	272563.120.peg.3399
Q17ZW2_CLOD6	none	WP_003438785.1;YP_001089734.1	cdf:CD630_32180;pdc:CDIF630_03512	272563.120.peg.3398
Q17ZW0_CLOD6	none	WP_011861882.1;YP_001089732.1	cdf:CD630_32160;pdc:CDIF630_03510	272563.120.peg.3395
Q17ZV7_CLOD6	none	WP_003438778.1;YP_001089730.1	cdf:CD630_32140;pdc:CDIF630_03508	272563.120.peg.3393
Q17ZV8_CLOD6	none	WP_003438776.1;YP_001089729.1	cdf:CD630_32130;pdc:CDIF630_03507	272563.120.peg.3392
Q17ZV4_CLOD6	none	WP_003438774.1;YP_001089728.1	cdf:CD630_32120;pdc:CDIF630_03506	272563.120.peg.3391
Q17ZV5_CLOD6	none	WP_011861881.1;YP_001089727.1	cdf:CD630_32110;pdc:CDIF630_03505	272563.120.peg.3390
Q18D60_CLOD6	none	WP_011860731.1;YP_001086789.1	cdf:CD630_03200;pdc:CDIF630_00447	272563.120.peg.339
Q17ZV6_CLOD6	none	WP_011861880.1;YP_001089726.2	cdf:CD630_32100;pdc:CDIF630_03504	272563.120.peg.3389
Q17ZV3_CLOD6	none	WP_009898339.1;YP_001089725.2	cdf:CD630_32090;pdc:CDIF630_03503	272563.120.peg.3388
Q17ZV2_CLOD6	none	WP_011861879.1;YP_001089724.1	cdf:CD630_32080;pdc:CDIF630_03502	272563.120.peg.3387
Q17ZU8_CLOD6	none	WP_003434301.1;YP_001089721.1	cdf:CD630_32050;pdc:CDIF630_03499	272563.120.peg.3384
Q17ZU9_CLOD6	none	WP_003434300.1;YP_001089720.1	cdf:CD630_32040;pdc:CDIF630_03497	272563.120.peg.3382
Q17ZU7_CLOD6	none	WP_003434299.1;YP_001089719.1	cdf:CD630_32030;pdc:CDIF630_03496	272563.120.peg.3381
Q17ZU6_CLOD6	none	WP_011861876.1;YP_001089718.1	cdf:CD630_32020;pdc:CDIF630_03495	272563.120.peg.3380
Q18D61_CLOD6	none	WP_009888178.1;YP_001086788.1	cdf:CD630_03190;pdc:CDIF630_00446	272563.120.peg.338
Q17ZU5_CLOD6	none	WP_003434295.1;YP_001089716.1	cdf:CD630_32000;pdc:CDIF630_03492	272563.120.peg.3377
Q17ZU3_CLOD6	none	WP_011861874.1;YP_001089715.1	cdf:CD630_31990;pdc:CDIF630_03491	272563.120.peg.3376
Q17ZU2_CLOD6	none	WP_003434293.1;YP_001089714.1	cdf:CD630_31980;pdc:CDIF630_03490	272563.120.peg.3375
Q17ZU1_CLOD6	none	WP_009891631.1;YP_001089713.1	cdf:CD630_31970;pdc:CDIF630_03489	272563.120.peg.3374
Q17ZT9_CLOD6	none	WP_003434290.1;YP_001089711.1	cdf:CD630_31950;pdc:CDIF630_03487	272563.120.peg.3372
Q17ZT7_CLOD6	none	WP_003434289.1;YP_001089710.1	cdf:CD630_31940;pdc:CDIF630_03486	272563.120.peg.3371
Q17ZT8_CLOD6	none	WP_011861872.1;YP_001089709.1	cdf:CD630_31930;pdc:CDIF630_03485	272563.120.peg.3370
Q18D56_CLOD6	none	WP_011860730.1;YP_001086787.1	cdf:CD630_03180;pdc:CDIF630_00445	272563.120.peg.337
Q181V6_CLOD6	none	WP_011861871.1;YP_001089708.1	cdf:CD630_31920;pdc:CDIF630_03484	272563.120.peg.3369
Q181V5_CLOD6	none	WP_009891610.1;YP_001089707.1	cdf:CD630_31910;pdc:CDIF630_03483	272563.120.peg.3367
Q181V3_CLOD6	none	WP_003434285.1;YP_001089706.1	cdf:CD630_31900;pdc:CDIF630_03482	272563.120.peg.3366
Q181V4_CLOD6	none	WP_003434284.1;YP_001089705.1	cdf:CD630_31890;pdc:CDIF630_03481	272563.120.peg.3365
Q181V2_CLOD6	none	WP_003434280.1;YP_001089704.1	cdf:CD630_31880;pdc:CDIF630_03480	272563.120.peg.3364
Q181V0_CLOD6	none	WP_003421988.1;YP_001089703.1	cdf:CD630_31870;pdc:CDIF630_03479	272563.120.peg.3362
Q181V1_CLOD6	none	WP_011861870.1;YP_001089702.2	cdf:CD630_31860;pdc:CDIF630_03478	272563.120.peg.3361
Q18D57_CLOD6	none	WP_009895383.1;YP_001086786.1	cdf:CD630_03170;pdc:CDIF630_00444	272563.120.peg.336
Q181U8_CLOD6	none	WP_003421980.1;YP_001089700.1	cdf:CD630_31830;pdc:CDIF630_03475	272563.120.peg.3358
Q181U7_CLOD6	none	WP_011861868.1;YP_001089698.1	cdf:CD630_31810;pdc:CDIF630_03473	272563.120.peg.3356
Q181U5_CLOD6	none	WP_009891593.1;YP_001089697.1	cdf:CD630_31800;pdc:CDIF630_03472	272563.120.peg.3355
Q181U0_CLOD6	none	WP_003421965.1;YP_001089693.1	cdf:CD630_31760;pdc:CDIF630_03468	272563.120.peg.3351
Q181U1_CLOD6	none	WP_003429564.1;YP_001089692.1	cdf:CD630_31750;pdc:CDIF630_03467	272563.120.peg.3350
Q18D58_CLOD6	none	WP_011860729.1;YP_001086785.1	cdf:CD630_03160;pdc:CDIF630_00443	272563.120.peg.335
Q181T4_CLOD6	none	WP_003421948.1;YP_001089686.1	cdf:CD630_31691;pdc:CDIF630_03461	272563.120.peg.3344
Q181W0_CLOD6	none	WP_011861865.1;YP_001089685.1	cdf:CD630_31690;pdc:CDIF630_03460	272563.120.peg.3343
Q181W1_CLOD6	none	WP_011861864.1;YP_001089684.1	cdf:CD630_31680;pdc:CDIF630_03459	272563.120.peg.3341
Q181V7_CLOD6	none	WP_003434976.1;YP_001089683.1	cdf:CD630_31670;pdc:CDIF630_03458	272563.120.peg.3340
Q181V8_CLOD6	none	WP_009898297.1;YP_001089682.1	cdf:CD630_31660;pdc:CDIF630_03457	272563.120.peg.3339
Q181V9_CLOD6	none	WP_009891568.1;YP_001089681.1	cdf:CD630_31650;pdc:CDIF630_03456	272563.120.peg.3338
Q185A3_CLOD6	none	WP_011861863.1;YP_001089679.1	cdf:CD630_31630;pdc:CDIF630_03454	272563.120.peg.3336
Q185A1_CLOD6	none	WP_011861862.1;YP_001089677.1	cdf:CD630_31610;pdc:CDIF630_03452	272563.120.peg.3334
Q184Z9_CLOD6	none	WP_011861860.1;YP_001089675.1	cdf:CD630_31590;pdc:CDIF630_03450	272563.120.peg.3332
Q184Z7_CLOD6	none	WP_011861859.1;YP_001089674.1	cdf:CD630_31580;pdc:CDIF630_03449	272563.120.peg.3331
Q18D52_CLOD6	none	WP_009888175.1;YP_001086783.1	cdf:CD630_03140;pdc:CDIF630_00442	272563.120.peg.333
Q184Z5_CLOD6	none	WP_003433743.1;YP_001089672.2	cdf:CD630_31562;pdc:CDIF630_03446	272563.120.peg.3329
Q184Z3_CLOD6	none	WP_011861856.1;YP_001089671.1	cdf:CD630_31560;pdc:CDIF630_03443	272563.120.peg.3326
Q184Z4_CLOD6	none	WP_011861855.1;YP_001089670.2	cdf:CD630_31550;pdc:CDIF630_03442	272563.120.peg.3325
Q184Z1_CLOD6	none	WP_003433754.1;YP_001089669.1	cdf:CD630_31540;pdc:CDIF630_03441	272563.120.peg.3324
Q184Z2_CLOD6	none	WP_011861854.1;YP_001089668.1	cdf:CD630_31530;pdc:CDIF630_03439	272563.120.peg.3322
Q184Y7_CLOD6	none	WP_003433759.1;YP_001089667.1	cdf:CD630_31521;pdc:CDIF630_03438	272563.120.peg.3321
Q184Y8_CLOD6	none	WP_003433761.1;YP_001089666.1	cdf:CD630_31520;pdc:CDIF630_03437	272563.120.peg.3320
Q184Z0_CLOD6	none	WP_011861851.1;YP_001089664.1	cdf:CD630_31500;pdc:CDIF630_03435	272563.120.peg.3318
Q184Y6_CLOD6	none	WP_011861850.1;YP_001089663.1	cdf:CD630_31490;pdc:CDIF630_03434	272563.120.peg.3317
Q184Y4_CLOD6	none	WP_011861849.1;YP_001089662.1	cdf:CD630_31480;pdc:CDIF630_03433	272563.120.peg.3316
Q184Y5_CLOD6	none	WP_011861848.1;YP_001089661.1	cdf:CD630_31470;pdc:CDIF630_03432	272563.120.peg.3315
Q184Y2_CLOD6	none	WP_011861847.1;YP_001089659.1	cdf:CD630_31450;pdc:CDIF630_03429	272563.120.peg.3312
Q184Y0_CLOD6	none	WP_009903505.1;YP_001089658.1	cdf:CD630_31440;pdc:CDIF630_03428	272563.120.peg.3311
Q184Y1_CLOD6	none	WP_009903504.1;YP_001089657.1	cdf:CD630_31430;pdc:CDIF630_03427	272563.120.peg.3310
Q18D53_CLOD6	none	WP_003437587.1;YP_001086781.1	cdf:CD630_03120;pdc:CDIF630_00437	272563.120.peg.331
Q184X8_CLOD6	none	WP_011861846.1;YP_001089656.1	cdf:CD630_31410;pdc:CDIF630_03426	272563.120.peg.3309
Q184X9_CLOD6	none	WP_003440086.1;YP_001089655.1	cdf:CD630_31400;pdc:CDIF630_03425	272563.120.peg.3308
Q184X6_CLOD6	none	WP_011861844.1;YP_001089653.1	cdf:CD630_31380;pdc:CDIF630_03423	272563.120.peg.3306
Q184X1_CLOD6	none	WP_011861840.1;YP_001089648.1	cdf:CD630_31330;pdc:CDIF630_03418	272563.120.peg.3301
Q184X0_CLOD6	none	WP_003431315.1;YP_001089647.1	cdf:CD630_31320;pdc:CDIF630_03417	272563.120.peg.3300
Q18D54_CLOD6	none	WP_011860726.1;YP_001086780.1	cdf:CD630_03110;pdc:CDIF630_00436	272563.120.peg.330
Q18CB1_CLOD6	none	WP_011860623.1;YP_001086492.1	cdf:CD630_00290;pdc:CDIF630_00091	272563.120.peg.33
Q184W8_CLOD6	none	WP_003431317.1;YP_001089646.1	cdf:CD630_31310;pdc:CDIF630_03416	272563.120.peg.3299
Q184W0_CLOD6	none	WP_003440042.1;YP_001089638.1	cdf:CD630_31230;pdc:CDIF630_03408	272563.120.peg.3291
Q184W1_CLOD6	none	WP_003440040.1;YP_001089637.1	cdf:CD630_31220;pdc:CDIF630_03407	272563.120.peg.3290
Q18D55_CLOD6	none	WP_003425141.1;YP_001086779.1	cdf:CD630_03100;pdc:CDIF630_00435	272563.120.peg.329
Q184V9_CLOD6	none	WP_011861832.1;YP_001089636.1	cdf:CD630_31210;pdc:CDIF630_03406	272563.120.peg.3289
Q184V8_CLOD6	none	WP_011861830.1;YP_001089634.2	cdf:CD630_31200;pdc:CDIF630_03404	272563.120.peg.3287
Q184V6_CLOD6	none	WP_003440033.1;YP_001089633.1	cdf:CD630_31190;pdc:CDIF630_03403	272563.120.peg.3286
Q184V5_CLOD6	none	WP_003440031.1;YP_001089632.1	cdf:CD630_31180;pdc:CDIF630_03402	272563.120.peg.3285
Q184V4_CLOD6	none	WP_009891460.1;YP_001089631.1	cdf:CD630_31170;pdc:CDIF630_03401	272563.120.peg.3284
Q184V2_CLOD6	none	WP_003427320.1;YP_001089628.1	cdf:CD630_31140;pdc:CDIF630_03398	272563.120.peg.3281
Q184U8_CLOD6	none	WP_011861828.1;YP_001089627.1	cdf:CD630_31130;pdc:CDIF630_03397	272563.120.peg.3280
